ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,GRD OFF,GRD COUNT,ENRL TOT,LONG CRSE TITLE,INSTR NAME
22F,STATS  ,100B    ,C- ,1,65,Introduction to Mathematical Statistics,"LI, KER-CHAU"
22F,STATS  ,100C    ,A  ,18,60,Linear Models,"CHRISTOU, NICOLAS"
22F,STATS  ,100C    ,A- ,13,60,Linear Models,"CHRISTOU, NICOLAS"
22F,STATS  ,100C    ,B+ ,18,60,Linear Models,"CHRISTOU, NICOLAS"
22F,STATS  ,100C    ,B  ,10,60,Linear Models,"CHRISTOU, NICOLAS"
22F,STATS  ,100C    ,P  ,1,60,Linear Models,"CHRISTOU, NICOLAS"
22F,STATS  ,101C    ,A+ ,8,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,A  ,25,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,A- ,14,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,B+ ,3,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,B  ,2,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,B- ,1,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,P  ,1,54,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,A+ ,21,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,A  ,22,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,A- ,16,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,B+ ,8,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,B  ,2,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,B- ,1,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,P  ,1,71,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
22F,STATS  ,101C    ,A+ ,20,87,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,A  ,55,87,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,A- ,7,87,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,B+ ,2,87,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,B  ,2,87,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,B- ,1,87,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,A+ ,9,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,A  ,39,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,A- ,14,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,B+ ,2,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,B  ,1,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,B- ,1,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,101C    ,P  ,1,67,Introduction to Statistical Models and Data Mining,"XU, SHIRONG"
22F,STATS  ,102C    ,A  ,14,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,A- ,8,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,B+ ,10,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,B  ,5,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,B- ,11,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,C+ ,10,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,C  ,7,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,C- ,2,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,D  ,8,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,F  ,3,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,P  ,1,79,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,A+ ,2,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,A  ,22,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,A- ,6,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,B+ ,7,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,B  ,4,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,B- ,10,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,C+ ,3,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,C  ,3,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,C- ,5,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,D  ,2,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,F  ,9,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,I  ,1,74,Introduction to Monte Carlo Methods,"WU, GUANI"
22F,STATS  ,102C    ,A+ ,6,33,Introduction to Monte Carlo Methods,"ZHOU, QING"
22F,STATS  ,102C    ,A  ,16,33,Introduction to Monte Carlo Methods,"ZHOU, QING"
22F,STATS  ,102C    ,A- ,5,33,Introduction to Monte Carlo Methods,"ZHOU, QING"
22F,STATS  ,102C    ,B+ ,4,33,Introduction to Monte Carlo Methods,"ZHOU, QING"
22F,STATS  ,102C    ,B- ,2,33,Introduction to Monte Carlo Methods,"ZHOU, QING"
22F,STATS  ,112     ,A+ ,5,39,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,112     ,A  ,18,39,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,112     ,A- ,10,39,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,112     ,B+ ,2,39,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,112     ,B- ,3,39,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,112     ,C+ ,1,39,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,115     ,A+ ,14,60,Probabilistic Decision Making,"GAO, TAO"
22F,STATS  ,115     ,A  ,36,60,Probabilistic Decision Making,"GAO, TAO"
22F,STATS  ,115     ,A- ,8,60,Probabilistic Decision Making,"GAO, TAO"
22F,STATS  ,115     ,B  ,1,60,Probabilistic Decision Making,"GAO, TAO"
22F,STATS  ,115     ,C+ ,1,60,Probabilistic Decision Making,"GAO, TAO"
22F,STATS  ,C116    ,A+ ,3,18,Social Statistics,"HANDCOCK, MARK S"
22F,STATS  ,C116    ,A  ,11,18,Social Statistics,"HANDCOCK, MARK S"
22F,STATS  ,C116    ,B+ ,1,18,Social Statistics,"HANDCOCK, MARK S"
22F,STATS  ,C116    ,I  ,3,18,Social Statistics,"HANDCOCK, MARK S"
22F,STATS  ,140XP   ,IP ,29,29,Practice of Statistical Consulting,"LEW, VIVIAN"
22F,STATS  ,140XP   ,IP ,29,29,Practice of Statistical Consulting,"LEW, VIVIAN"
22F,STATS  ,140XP   ,IP ,28,28,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22F,STATS  ,140XP   ,IP ,24,24,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22F,STATS  ,200A    ,A+ ,6,40,Applied Probability,"WU, YINGNIAN"
22F,STATS  ,200A    ,A  ,34,40,Applied Probability,"WU, YINGNIAN"
22F,STATS  ,201A    ,A+ ,2,37,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
22F,STATS  ,201A    ,A  ,13,37,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
22F,STATS  ,201A    ,A- ,11,37,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
22F,STATS  ,201A    ,B+ ,9,37,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
22F,STATS  ,201A    ,B  ,1,37,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
22F,STATS  ,201A    ,F  ,1,37,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
22F,STATS  ,202A    ,A+ ,11,38,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,202A    ,A  ,19,38,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,202A    ,A- ,5,38,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,202A    ,I  ,2,38,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,202A    ,S  ,1,38,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,C216    ,A+ ,1,10,Social Statistics,"HANDCOCK, MARK S"
22F,STATS  ,C216    ,A  ,9,10,Social Statistics,"HANDCOCK, MARK S"
22F,STATS  ,221     ,A+ ,13,32,Time-Series Analysis,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,221     ,A  ,13,32,Time-Series Analysis,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,221     ,A- ,6,32,Time-Series Analysis,"PAIK SCHOENBERG, FREDERIC ROLAND"
22F,STATS  ,290     ,S  ,89,89,Current Literature in Statistics,"LI, KER-CHAU"
22F,STATS  ,401     ,A+ ,4,26,Survey of Methods in Modern Statistics,"CHEN, MILES SATORI"
22F,STATS  ,401     ,A  ,16,26,Survey of Methods in Modern Statistics,"CHEN, MILES SATORI"
22F,STATS  ,401     ,A- ,5,26,Survey of Methods in Modern Statistics,"CHEN, MILES SATORI"
22F,STATS  ,401     ,B  ,1,26,Survey of Methods in Modern Statistics,"CHEN, MILES SATORI"
22F,STATS  ,402     ,A+ ,5,37,Applied Regression,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,402     ,A  ,32,37,Applied Regression,"ESFANDIARI, MARYAM MAHTASH"
22F,STATS  ,413     ,A+ ,2,37,Machine Learning,"WU, YINGNIAN"
22F,STATS  ,413     ,A  ,32,37,Machine Learning,"WU, YINGNIAN"
22F,STATS  ,413     ,A- ,3,37,Machine Learning,"WU, YINGNIAN"
22F,STATS  ,419     ,A+ ,3,14,Experimental Design,"XU, HONGQUAN"
22F,STATS  ,419     ,A  ,8,14,Experimental Design,"XU, HONGQUAN"
22F,STATS  ,419     ,A- ,3,14,Experimental Design,"XU, HONGQUAN"
22F,STATS  ,420     ,A+ ,3,24,Causal Inference in Social Science Practice,"HAZLETT, CHAD J"
22F,STATS  ,420     ,A  ,21,24,Causal Inference in Social Science Practice,"HAZLETT, CHAD J"
22F,STATS  ,495A    ,S  ,35,35,Teaching College Statistics,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,10      ,A+ ,4,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,A  ,31,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,A- ,29,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,B+ ,29,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,B  ,18,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,B- ,16,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,C+ ,11,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,C  ,4,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,C- ,1,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,F  ,1,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,NP ,1,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,P  ,1,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,A+ ,26,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,A  ,31,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,A- ,20,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,B+ ,20,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,B  ,20,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,B- ,10,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,C+ ,7,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,C  ,6,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,C- ,4,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,D+ ,1,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,D  ,1,146,Introduction to Statistical Reasoning,"XU, HONGQUAN"
23W,STATS  ,10      ,A+ ,17,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,A  ,61,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,A- ,15,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,B+ ,16,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,B  ,6,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,B- ,3,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,C+ ,7,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,C  ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,C- ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,D+ ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,D  ,1,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,F  ,6,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,NP ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,P  ,1,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,A+ ,43,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,A  ,46,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,A- ,13,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,B+ ,16,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,B  ,9,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,B- ,3,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,C+ ,6,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,C  ,3,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,C- ,3,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,D+ ,1,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,D  ,2,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,D- ,1,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,F  ,2,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,NP ,2,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,P  ,2,152,Introduction to Statistical Reasoning,"WANG, BINGLING"
23W,STATS  ,10      ,A+ ,32,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,A  ,34,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,A- ,14,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,B+ ,18,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,B  ,11,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,B- ,9,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,C+ ,3,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,C  ,3,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,C- ,2,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,D- ,1,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,F  ,3,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,10      ,I  ,1,131,Introduction to Statistical Reasoning,"ODHIAMBO, COLLINS OJWANG"
23W,STATS  ,12      ,A  ,6,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,A- ,12,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,B+ ,6,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,B  ,8,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,B- ,3,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,C+ ,1,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,F  ,1,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,NP ,1,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,12      ,P  ,1,39,Introduction to Statistical Methods for Geography and Environmental Studies,"CHRISTOU, NICOLAS"
23W,STATS  ,13      ,A+ ,34,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,A  ,28,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,A- ,11,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,B+ ,15,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,B  ,13,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,B- ,5,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,C+ ,4,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,C  ,1,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,C- ,2,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,D+ ,6,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,D  ,2,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,F  ,5,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,P  ,1,127,Introduction to Statistical Methods for Life and Health Sciences,"ALMOHALWAS, AKRAM M"
23W,STATS  ,13      ,A+ ,22,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,A  ,28,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,A- ,22,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,B+ ,13,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,B  ,19,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,B- ,9,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,C+ ,8,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,C  ,11,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,C- ,3,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,D+ ,1,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,F  ,3,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,I  ,2,141,Introduction to Statistical Methods for Life and Health Sciences,"PAIK SCHOENBERG, FREDERIC ROLAND"
23W,STATS  ,13      ,A+ ,56,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,A  ,41,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,A- ,7,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,B+ ,11,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,B  ,16,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,B- ,5,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,C+ ,3,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,C  ,4,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,C- ,3,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,D  ,2,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,I  ,2,150,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,A+ ,42,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,A  ,55,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,A- ,13,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,B+ ,8,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,B  ,15,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,B- ,2,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,C+ ,1,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,C  ,11,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,C- ,2,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,D  ,2,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,F  ,1,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,I  ,2,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,13      ,P  ,1,155,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
23W,STATS  ,20      ,A+ ,3,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,A  ,100,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,A- ,11,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,B+ ,22,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,B  ,7,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,B- ,3,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,C  ,1,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,C- ,1,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,F  ,2,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,I  ,2,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,20      ,P  ,1,153,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
23W,STATS  ,100A    ,A+ ,1,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,A  ,7,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,A- ,12,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,B+ ,13,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,B  ,16,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,B- ,10,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,C+ ,7,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,C  ,9,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,C- ,2,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100A    ,F  ,1,78,Introduction to Probability,"CHENG, GUANG"
23W,STATS  ,100B    ,A  ,15,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,100B    ,A- ,11,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,100B    ,B+ ,12,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,100B    ,B  ,1,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
