ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,LONG CRSE TITLE,INSTR NAME,GRD OFF,GRD COUNT,ENRL TOT
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",A-,7,81
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",B+,4,81
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",B,5,81
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",B-,2,81
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",C,1,81
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A+,22,79
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A,31,79
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A-,10,79
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B+,8,79
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B,4,79
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B-,3,79
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C+,1,79
