ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,GRD OFF,GRD COUNT,ENRL TOT,LONG CRSE TITLE
Spring 2023,STATS,2,C-,13,431,Introduction to Statistics
Spring 2023,STATS,2,F,14,431,Introduction to Statistics
Summer 2023,STATS,2,A+,1,108,Introduction to Statistics
Summer 2023,STATS,2,A,17,108,Introduction to Statistics
Summer 2023,STATS,2,A-,10,108,Introduction to Statistics
Summer 2023,STATS,2,B+,22,108,Introduction to Statistics
Summer 2023,STATS,2,B,16,108,Introduction to Statistics
Summer 2023,STATS,2,B-,6,108,Introduction to Statistics
Summer 2023,STATS,2,C+,15,108,Introduction to Statistics
Summer 2023,STATS,2,C,9,108,Introduction to Statistics
Summer 2023,STATS,2,C-,4,108,Introduction to Statistics
Summer 2023,STATS,2,F,8,108,Introduction to Statistics
Fall 2023,STATS,2,A+,11,406,Introduction to Statistics
Fall 2023,STATS,2,A,82,406,Introduction to Statistics
Fall 2023,STATS,2,A-,40,406,Introduction to Statistics
Fall 2023,STATS,2,B+,46,406,Introduction to Statistics
Fall 2023,STATS,2,B,65,406,Introduction to Statistics
Fall 2023,STATS,2,B-,36,406,Introduction to Statistics
Fall 2023,STATS,2,C+,25,406,Introduction to Statistics
Fall 2023,STATS,2,C,55,406,Introduction to Statistics
Fall 2023,STATS,2,C-,33,406,Introduction to Statistics
Fall 2023,STATS,2,F,9,406,Introduction to Statistics
Spring 2024,STATS,2,A+,10,445,Introduction to Statistics
Spring 2024,STATS,2,A,105,445,Introduction to Statistics
Spring 2024,STATS,2,A-,51,445,Introduction to Statistics
Spring 2024,STATS,2,B+,60,445,Introduction to Statistics
Spring 2024,STATS,2,B,69,445,Introduction to Statistics
Spring 2024,STATS,2,B-,45,445,Introduction to Statistics
Spring 2024,STATS,2,C+,61,445,Introduction to Statistics
Spring 2024,STATS,2,C,23,445,Introduction to Statistics
Spring 2024,STATS,2,C-,7,445,Introduction to Statistics
Spring 2024,STATS,2,F,14,445,Introduction to Statistics
Summer 2024,STATS,2,A+,2,130,Introduction to Statistics
Summer 2024,STATS,2,A,32,130,Introduction to Statistics
Summer 2024,STATS,2,A-,26,130,Introduction to Statistics
Summer 2024,STATS,2,B+,24,130,Introduction to Statistics
Summer 2024,STATS,2,B,19,130,Introduction to Statistics
Summer 2024,STATS,2,B-,8,130,Introduction to Statistics
Summer 2024,STATS,2,C+,7,130,Introduction to Statistics
Summer 2024,STATS,2,C,6,130,Introduction to Statistics
Summer 2024,STATS,2,F,6,130,Introduction to Statistics
Fall 2024,STATS,2,A+,12,479,Introduction to Statistics
Fall 2024,STATS,2,A,109,479,Introduction to Statistics
Fall 2024,STATS,2,A-,112,479,Introduction to Statistics
Fall 2024,STATS,2,B+,86,479,Introduction to Statistics
Fall 2024,STATS,2,B,75,479,Introduction to Statistics
Fall 2024,STATS,2,B-,33,479,Introduction to Statistics
Fall 2024,STATS,2,C+,13,479,Introduction to Statistics
Fall 2024,STATS,2,C,35,479,Introduction to Statistics
Fall 2024,STATS,2,C-,2,479,Introduction to Statistics
Fall 2024,STATS,2,F,2,479,Introduction to Statistics
Spring 2025,STATS,2,A+,22,503,Introduction to Statistics
Spring 2025,STATS,2,A,126,503,Introduction to Statistics
Spring 2025,STATS,2,A-,120,503,Introduction to Statistics
Spring 2025,STATS,2,B+,99,503,Introduction to Statistics
Spring 2025,STATS,2,B,63,503,Introduction to Statistics
Spring 2025,STATS,2,B-,30,503,Introduction to Statistics
Spring 2025,STATS,2,C+,33,503,Introduction to Statistics
Spring 2025,STATS,2,C,2,503,Introduction to Statistics
Spring 2025,STATS,2,C-,3,503,Introduction to Statistics
Spring 2025,STATS,2,F,5,503,Introduction to Statistics
Summer 2025,STATS,2,A+,5,163,Introduction to Statistics
Summer 2025,STATS,2,A,45,163,Introduction to Statistics
Summer 2025,STATS,2,A-,40,163,Introduction to Statistics
Summer 2025,STATS,2,B+,32,163,Introduction to Statistics
Summer 2025,STATS,2,B,17,163,Introduction to Statistics
Summer 2025,STATS,2,B-,2,163,Introduction to Statistics
Summer 2025,STATS,2,C,13,163,Introduction to Statistics
Summer 2025,STATS,2,C-,1,163,Introduction to Statistics
Summer 2025,STATS,2,F,8,163,Introduction to Statistics
Fall 2020,STATS,33A,A+,3,65,Introduction to Programming in R
Fall 2020,STATS,33A,A,33,65,Introduction to Programming in R
Fall 2020,STATS,33A,A-,15,65,Introduction to Programming in R
Fall 2020,STATS,33A,B+,4,65,Introduction to Programming in R
Fall 2020,STATS,33A,B,5,65,Introduction to Programming in R
Fall 2020,STATS,33A,B-,2,65,Introduction to Programming in R
Fall 2020,STATS,33A,D,2,65,Introduction to Programming in R
Fall 2020,STATS,33A,F,1,65,Introduction to Programming in R
Spring 2021,STATS,33A,A+,2,45,Introduction to Programming in R
Spring 2021,STATS,33A,A,32,45,Introduction to Programming in R
Spring 2021,STATS,33A,A-,5,45,Introduction to Programming in R
Spring 2021,STATS,33A,B+,4,45,Introduction to Programming in R
Spring 2021,STATS,33A,B,1,45,Introduction to Programming in R
Spring 2021,STATS,33A,C,1,45,Introduction to Programming in R
Fall 2021,STATS,33A,A+,3,44,Introduction to Programming in R
Fall 2021,STATS,33A,A,13,44,Introduction to Programming in R
Fall 2021,STATS,33A,A-,6,44,Introduction to Programming in R
Fall 2021,STATS,33A,B+,8,44,Introduction to Programming in R
Fall 2021,STATS,33A,B,5,44,Introduction to Programming in R
Fall 2021,STATS,33A,B-,3,44,Introduction to Programming in R
Fall 2021,STATS,33A,C+,1,44,Introduction to Programming in R
Fall 2021,STATS,33A,C,1,44,Introduction to Programming in R
Fall 2021,STATS,33A,C-,2,44,Introduction to Programming in R
Fall 2021,STATS,33A,F,2,44,Introduction to Programming in R
Spring 2022,STATS,33A,A+,15,47,Introduction to Programming in R
Spring 2022,STATS,33A,A,15,47,Introduction to Programming in R
Spring 2022,STATS,33A,A-,5,47,Introduction to Programming in R
Spring 2022,STATS,33A,B+,5,47,Introduction to Programming in R
Spring 2022,STATS,33A,B,1,47,Introduction to Programming in R
Spring 2022,STATS,33A,B-,2,47,Introduction to Programming in R
Spring 2022,STATS,33A,C+,1,47,Introduction to Programming in R
Spring 2022,STATS,33A,C-,1,47,Introduction to Programming in R
Spring 2022,STATS,33A,F,2,47,Introduction to Programming in R
Fall 2022,STATS,33A,A+,12,44,Introduction to Programming in R
Fall 2022,STATS,33A,A,27,44,Introduction to Programming in R
Fall 2022,STATS,33A,A-,2,44,Introduction to Programming in R
Fall 2022,STATS,33A,B+,1,44,Introduction to Programming in R
Fall 2022,STATS,33A,B,1,44,Introduction to Programming in R
Fall 2022,STATS,33A,C+,1,44,Introduction to Programming in R
Spring 2023,STATS,33A,A+,1,54,Introduction to Programming in R
Spring 2023,STATS,33A,A,34,54,Introduction to Programming in R
Spring 2023,STATS,33A,A-,9,54,Introduction to Programming in R
Spring 2023,STATS,33A,B+,5,54,Introduction to Programming in R
Spring 2023,STATS,33A,B,3,54,Introduction to Programming in R
Spring 2023,STATS,33A,C+,1,54,Introduction to Programming in R
Spring 2023,STATS,33A,F,1,54,Introduction to Programming in R
Fall 2023,STATS,33A,A,20,60,Introduction to Programming in R
Fall 2023,STATS,33A,A-,21,60,Introduction to Programming in R
Fall 2023,STATS,33A,B+,9,60,Introduction to Programming in R
Fall 2023,STATS,33A,B,6,60,Introduction to Programming in R
Fall 2023,STATS,33A,B-,2,60,Introduction to Programming in R
Fall 2023,STATS,33A,F,2,60,Introduction to Programming in R
Spring 2024,STATS,33A,A,34,55,Introduction to Programming in R
Spring 2024,STATS,33A,A-,12,55,Introduction to Programming in R
Spring 2024,STATS,33A,B+,3,55,Introduction to Programming in R
Spring 2024,STATS,33A,B,2,55,Introduction to Programming in R
Spring 2024,STATS,33A,C+,1,55,Introduction to Programming in R
Spring 2024,STATS,33A,C-,1,55,Introduction to Programming in R
Spring 2024,STATS,33A,D,1,55,Introduction to Programming in R
Spring 2024,STATS,33A,F,1,55,Introduction to Programming in R
Spring 2025,STATS,33A,A,23,40,Introduction to Programming in R
Spring 2025,STATS,33A,A-,9,40,Introduction to Programming in R
Spring 2025,STATS,33A,B+,4,40,Introduction to Programming in R
Spring 2025,STATS,33A,B,1,40,Introduction to Programming in R
Spring 2025,STATS,33A,C+,1,40,Introduction to Programming in R
Spring 2025,STATS,33A,C-,1,40,Introduction to Programming in R
Spring 2025,STATS,33A,F,1,40,Introduction to Programming in R
Fall 2020,STATS,133,A+,14,87,Computing Data
Fall 2020,STATS,133,A,26,87,Computing Data
Fall 2020,STATS,133,A-,16,87,Computing Data
Fall 2020,STATS,133,B+,16,87,Computing Data
Fall 2020,STATS,133,B,8,87,Computing Data
Fall 2020,STATS,133,B-,2,87,Computing Data
Fall 2020,STATS,133,C+,2,87,Computing Data
Fall 2020,STATS,133,C-,2,87,Computing Data
Fall 2020,STATS,133,F,3,87,Computing Data
Spring 2021,STATS,133,A+,8,110,Computing Data
Spring 2021,STATS,133,A,61,110,Computing Data
Spring 2021,STATS,133,A-,20,110,Computing Data
Spring 2021,STATS,133,B+,5,110,Computing Data
Spring 2021,STATS,133,B,4,110,Computing Data
Spring 2021,STATS,133,B-,2,110,Computing Data
Spring 2021,STATS,133,C+,4,110,Computing Data
Spring 2021,STATS,133,C,3,110,Computing Data
Spring 2021,STATS,133,C-,1,110,Computing Data
Spring 2021,STATS,133,F,2,110,Computing Data
Fall 2021,STATS,133,A+,8,155,Computing Data
Fall 2021,STATS,133,A,42,155,Computing Data
Fall 2021,STATS,133,A-,29,155,Computing Data
Fall 2021,STATS,133,B+,34,155,Computing Data
Fall 2021,STATS,133,B,22,155,Computing Data
Fall 2021,STATS,133,B-,4,155,Computing Data
Fall 2021,STATS,133,C+,2,155,Computing Data
Fall 2021,STATS,133,C,5,155,Computing Data
Fall 2021,STATS,133,C-,2,155,Computing Data
Fall 2021,STATS,133,F,7,155,Computing Data
Spring 2022,STATS,133,A+,18,133,Computing Data
Spring 2022,STATS,133,A,39,133,Computing Data
Spring 2022,STATS,133,A-,29,133,Computing Data
Spring 2022,STATS,133,B+,17,133,Computing Data
Spring 2022,STATS,133,B,9,133,Computing Data
Spring 2022,STATS,133,B-,4,133,Computing Data
Spring 2022,STATS,133,C+,4,133,Computing Data
Spring 2022,STATS,133,C,4,133,Computing Data
Spring 2022,STATS,133,C-,2,133,Computing Data
Spring 2022,STATS,133,F,7,133,Computing Data
Fall 2022,STATS,133,A+,9,112,Computing Data
Fall 2022,STATS,133,A,42,112,Computing Data
Fall 2022,STATS,133,A-,31,112,Computing Data
Fall 2022,STATS,133,B+,8,112,Computing Data
Fall 2022,STATS,133,B,5,112,Computing Data
Fall 2022,STATS,133,B-,4,112,Computing Data
Fall 2022,STATS,133,C+,3,112,Computing Data
Fall 2022,STATS,133,C,2,112,Computing Data
Fall 2022,STATS,133,D,2,112,Computing Data
Fall 2022,STATS,133,F,6,112,Computing Data
Spring 2023,STATS,133,A+,10,154,Computing Data
Spring 2023,STATS,133,A,45,154,Computing Data
Spring 2023,STATS,133,A-,25,154,Computing Data
Spring 2023,STATS,133,B+,19,154,Computing Data
Spring 2023,STATS,133,B,19,154,Computing Data
Spring 2023,STATS,133,B-,8,154,Computing Data
Spring 2023,STATS,133,C+,4,154,Computing Data
Spring 2023,STATS,133,C,10,154,Computing Data
Spring 2023,STATS,133,C-,2,154,Computing Data
Spring 2023,STATS,133,D,7,154,Computing Data
Spring 2023,STATS,133,F,5,154,Computing Data
Fall 2023,STATS,133,A+,31,170,Computing Data
Fall 2023,STATS,133,A,54,170,Computing Data
Fall 2023,STATS,133,A-,36,170,Computing Data
Fall 2023,STATS,133,B+,20,170,Computing Data
Fall 2023,STATS,133,B,12,170,Computing Data
Fall 2023,STATS,133,B-,5,170,Computing Data
Fall 2023,STATS,133,C+,5,170,Computing Data
Fall 2023,STATS,133,C,3,170,Computing Data
Fall 2023,STATS,133,D,2,170,Computing Data
Fall 2023,STATS,133,F,2,170,Computing Data
Spring 2024,STATS,133,A+,22,180,Computing Data
Spring 2024,STATS,133,A,80,180,Computing Data
Spring 2024,STATS,133,A-,21,180,Computing Data
Spring 2024,STATS,133,B+,18,180,Computing Data
Spring 2024,STATS,133,B,15,180,Computing Data
Spring 2024,STATS,133,B-,8,180,Computing Data
Spring 2024,STATS,133,C+,5,180,Computing Data
Spring 2024,STATS,133,C,4,180,Computing Data
Spring 2024,STATS,133,C-,4,180,Computing Data
Spring 2024,STATS,133,D,1,180,Computing Data
Spring 2024,STATS,133,F,2,180,Computing Data
Fall 2024,STATS,133,A+,20,204,Computing Data
Fall 2024,STATS,133,A,94,204,Computing Data
Fall 2024,STATS,133,A-,44,204,Computing Data
Fall 2024,STATS,133,B+,19,204,Computing Data
Fall 2024,STATS,133,B,12,204,Computing Data
Fall 2024,STATS,133,B-,4,204,Computing Data
Fall 2024,STATS,133,C+,4,204,Computing Data
Fall 2024,STATS,133,C,3,204,Computing Data
Fall 2024,STATS,133,C-,1,204,Computing Data
Fall 2024,STATS,133,D,2,204,Computing Data
Fall 2024,STATS,133,F,1,204,Computing Data
Spring 2025,STATS,133,A+,14,199,Computing Data
Spring 2025,STATS,133,A,94,199,Computing Data
Spring 2025,STATS,133,A-,48,199,Computing Data
Spring 2025,STATS,133,B+,16,199,Computing Data
Spring 2025,STATS,133,B,16,199,Computing Data
Spring 2025,STATS,133,B-,2,199,Computing Data
Spring 2025,STATS,133,C+,2,199,Computing Data
Spring 2025,STATS,133,C,1,199,Computing Data
Spring 2025,STATS,133,C-,3,199,Computing Data
Spring 2025,STATS,133,D,1,199,Computing Data
Spring 2025,STATS,133,F,4,199,Computing Data
Fall 2020,STATS,134,A+,7,140,Concepts of Probability
Fall 2020,STATS,134,A,46,140,Concepts of Probability
Fall 2020,STATS,134,A-,20,140,Concepts of Probability
Fall 2020,STATS,134,B+,17,140,Concepts of Probability
Fall 2020,STATS,134,B,16,140,Concepts of Probability
Fall 2020,STATS,134,B-,9,140,Concepts of Probability
Fall 2020,STATS,134,C+,7,140,Concepts of Probability
Fall 2020,STATS,134,C,2,140,Concepts of Probability
Fall 2020,STATS,134,C-,11,140,Concepts of Probability
Fall 2020,STATS,134,F,5,140,Concepts of Probability
Spring 2021,STATS,134,A+,6,159,Concepts of Probability
Spring 2021,STATS,134,A,52,159,Concepts of Probability
Spring 2021,STATS,134,A-,28,159,Concepts of Probability
Spring 2021,STATS,134,B+,12,159,Concepts of Probability
Spring 2021,STATS,134,B,17,159,Concepts of Probability
Spring 2021,STATS,134,B-,7,159,Concepts of Probability
Spring 2021,STATS,134,C+,14,159,Concepts of Probability
Spring 2021,STATS,134,C,6,159,Concepts of Probability
Spring 2021,STATS,134,C-,14,159,Concepts of Probability
Spring 2021,STATS,134,F,3,159,Concepts of Probability
Fall 2021,STATS,134,A+,5,217,Concepts of Probability
Fall 2021,STATS,134,A,42,217,Concepts of Probability
Fall 2021,STATS,134,A-,24,217,Concepts of Probability
Fall 2021,STATS,134,B+,23,217,Concepts of Probability
Fall 2021,STATS,134,B,19,217,Concepts of Probability
Fall 2021,STATS,134,B-,20,217,Concepts of Probability
Fall 2021,STATS,134,C+,23,217,Concepts of Probability
Fall 2021,STATS,134,C,18,217,Concepts of Probability
Fall 2021,STATS,134,C-,29,217,Concepts of Probability
Fall 2021,STATS,134,F,14,217,Concepts of Probability
Spring 2022,STATS,134,A+,6,276,Concepts of Probability
Spring 2022,STATS,134,A,51,276,Concepts of Probability
Spring 2022,STATS,134,A-,27,276,Concepts of Probability
Spring 2022,STATS,134,B+,28,276,Concepts of Probability
Spring 2022,STATS,134,B,28,276,Concepts of Probability
Spring 2022,STATS,134,B-,31,276,Concepts of Probability
Spring 2022,STATS,134,C+,23,276,Concepts of Probability
Spring 2022,STATS,134,C,30,276,Concepts of Probability
Spring 2022,STATS,134,C-,24,276,Concepts of Probability
Spring 2022,STATS,134,F,28,276,Concepts of Probability
Fall 2022,STATS,134,A+,5,173,Concepts of Probability
Fall 2022,STATS,134,A,51,173,Concepts of Probability
Fall 2022,STATS,134,A-,24,173,Concepts of Probability
Fall 2022,STATS,134,B+,17,173,Concepts of Probability
Fall 2022,STATS,134,B,23,173,Concepts of Probability
Fall 2022,STATS,134,B-,16,173,Concepts of Probability
Fall 2022,STATS,134,C+,9,173,Concepts of Probability
Fall 2022,STATS,134,C,11,173,Concepts of Probability
Fall 2022,STATS,134,C-,7,173,Concepts of Probability
Fall 2022,STATS,134,F,10,173,Concepts of Probability
Spring 2023,STATS,134,A+,5,284,Concepts of Probability
Spring 2023,STATS,134,A,49,284,Concepts of Probability
Spring 2023,STATS,134,A-,25,284,Concepts of Probability
Spring 2023,STATS,134,B+,32,284,Concepts of Probability
Spring 2023,STATS,134,B,23,284,Concepts of Probability
Spring 2023,STATS,134,B-,35,284,Concepts of Probability
Spring 2023,STATS,134,C+,24,284,Concepts of Probability
Spring 2023,STATS,134,C,28,284,Concepts of Probability
Spring 2023,STATS,134,C-,29,284,Concepts of Probability
Spring 2023,STATS,134,F,34,284,Concepts of Probability
Fall 2023,STATS,134,A+,7,309,Concepts of Probability
Fall 2023,STATS,134,A,57,309,Concepts of Probability
Fall 2023,STATS,134,A-,33,309,Concepts of Probability
Fall 2023,STATS,134,B+,30,309,Concepts of Probability
Fall 2023,STATS,134,B,26,309,Concepts of Probability
Fall 2023,STATS,134,B-,34,309,Concepts of Probability
Fall 2023,STATS,134,C+,25,309,Concepts of Probability
Fall 2023,STATS,134,C,30,309,Concepts of Probability
Fall 2023,STATS,134,C-,26,309,Concepts of Probability
Fall 2023,STATS,134,F,41,309,Concepts of Probability
Spring 2024,STATS,134,A+,19,354,Concepts of Probability
Spring 2024,STATS,134,A,79,354,Concepts of Probability
Spring 2024,STATS,134,A-,37,354,Concepts of Probability
Spring 2024,STATS,134,B+,36,354,Concepts of Probability
Spring 2024,STATS,134,B,49,354,Concepts of Probability
Spring 2024,STATS,134,B-,24,354,Concepts of Probability
Spring 2024,STATS,134,C+,16,354,Concepts of Probability
Spring 2024,STATS,134,C,53,354,Concepts of Probability
Spring 2024,STATS,134,C-,21,354,Concepts of Probability
Spring 2024,STATS,134,D,13,354,Concepts of Probability
Spring 2024,STATS,134,F,7,354,Concepts of Probability
Fall 2024,STATS,134,A+,20,362,Concepts of Probability
Fall 2024,STATS,134,A,52,362,Concepts of Probability
Fall 2024,STATS,134,A-,45,362,Concepts of Probability
Fall 2024,STATS,134,B+,33,362,Concepts of Probability
Fall 2024,STATS,134,B,30,362,Concepts of Probability
Fall 2024,STATS,134,B-,45,362,Concepts of Probability
Fall 2024,STATS,134,C+,24,362,Concepts of Probability
Fall 2024,STATS,134,C,37,362,Concepts of Probability
Fall 2024,STATS,134,C-,46,362,Concepts of Probability
Fall 2024,STATS,134,D,10,362,Concepts of Probability
Fall 2024,STATS,134,F,20,362,Concepts of Probability
Spring 2025,STATS,134,A+,15,356,Concepts of Probability
Spring 2025,STATS,134,A,85,356,Concepts of Probability
Spring 2025,STATS,134,A-,22,356,Concepts of Probability
Spring 2025,STATS,134,B+,47,356,Concepts of Probability
Spring 2025,STATS,134,B,38,356,Concepts of Probability
Spring 2025,STATS,134,B-,27,356,Concepts of Probability
Spring 2025,STATS,134,C+,29,356,Concepts of Probability
Spring 2025,STATS,134,C,38,356,Concepts of Probability
Spring 2025,STATS,134,C-,31,356,Concepts of Probability
Spring 2025,STATS,134,F,24,356,Concepts of Probability
Fall 2020,STATS,135,A+,4,45,Concepts of Statistics
Fall 2020,STATS,135,A,16,45,Concepts of Statistics
Fall 2020,STATS,135,A-,7,45,Concepts of Statistics
Fall 2020,STATS,135,B+,8,45,Concepts of Statistics
Fall 2020,STATS,135,B,5,45,Concepts of Statistics
Fall 2020,STATS,135,B-,1,45,Concepts of Statistics
Fall 2020,STATS,135,C+,1,45,Concepts of Statistics
Spring 2021,STATS,135,A+,9,84,Concepts of Statistics
Spring 2021,STATS,135,A,25,84,Concepts of Statistics
Spring 2021,STATS,135,A-,16,84,Concepts of Statistics
Spring 2021,STATS,135,B+,10,84,Concepts of Statistics
Spring 2021,STATS,135,B,6,84,Concepts of Statistics
Spring 2021,STATS,135,B-,4,84,Concepts of Statistics
Spring 2021,STATS,135,C+,4,84,Concepts of Statistics
Spring 2021,STATS,135,C,3,84,Concepts of Statistics
Spring 2021,STATS,135,C-,4,84,Concepts of Statistics
Spring 2021,STATS,135,D,1,84,Concepts of Statistics
Spring 2021,STATS,135,F,2,84,Concepts of Statistics
Fall 2021,STATS,135,A+,2,121,Concepts of Statistics
Fall 2021,STATS,135,A,20,121,Concepts of Statistics
Fall 2021,STATS,135,A-,14,121,Concepts of Statistics
Fall 2021,STATS,135,B+,11,121,Concepts of Statistics
Fall 2021,STATS,135,B,13,121,Concepts of Statistics
Fall 2021,STATS,135,B-,11,121,Concepts of Statistics
Fall 2021,STATS,135,C+,15,121,Concepts of Statistics
Fall 2021,STATS,135,C,13,121,Concepts of Statistics
Fall 2021,STATS,135,C-,10,121,Concepts of Statistics
Fall 2021,STATS,135,F,12,121,Concepts of Statistics
Spring 2022,STATS,135,A+,16,135,Concepts of Statistics
Spring 2022,STATS,135,A,21,135,Concepts of Statistics
Spring 2022,STATS,135,A-,15,135,Concepts of Statistics
Spring 2022,STATS,135,B+,16,135,Concepts of Statistics
Spring 2022,STATS,135,B,20,135,Concepts of Statistics
Spring 2022,STATS,135,B-,23,135,Concepts of Statistics
Spring 2022,STATS,135,C+,10,135,Concepts of Statistics
Spring 2022,STATS,135,C,3,135,Concepts of Statistics
Spring 2022,STATS,135,C-,2,135,Concepts of Statistics
Spring 2022,STATS,135,D+,3,135,Concepts of Statistics
Spring 2022,STATS,135,D,2,135,Concepts of Statistics
Spring 2022,STATS,135,F,4,135,Concepts of Statistics
Fall 2022,STATS,135,A+,7,76,Concepts of Statistics
Fall 2022,STATS,135,A,20,76,Concepts of Statistics
Fall 2022,STATS,135,A-,7,76,Concepts of Statistics
Fall 2022,STATS,135,B+,6,76,Concepts of Statistics
Fall 2022,STATS,135,B,13,76,Concepts of Statistics
Fall 2022,STATS,135,B-,3,76,Concepts of Statistics
Fall 2022,STATS,135,C+,1,76,Concepts of Statistics
Fall 2022,STATS,135,C,9,76,Concepts of Statistics
Fall 2022,STATS,135,C-,4,76,Concepts of Statistics
Fall 2022,STATS,135,D,1,76,Concepts of Statistics
Fall 2022,STATS,135,D-,1,76,Concepts of Statistics
Fall 2022,STATS,135,F,4,76,Concepts of Statistics
Spring 2023,STATS,135,A,18,97,Concepts of Statistics
Spring 2023,STATS,135,A-,10,97,Concepts of Statistics
Spring 2023,STATS,135,B+,9,97,Concepts of Statistics
Spring 2023,STATS,135,B,8,97,Concepts of Statistics
Spring 2023,STATS,135,B-,11,97,Concepts of Statistics
Spring 2023,STATS,135,C+,8,97,Concepts of Statistics
Spring 2023,STATS,135,C,10,97,Concepts of Statistics
Spring 2023,STATS,135,C-,12,97,Concepts of Statistics
Spring 2023,STATS,135,F,11,97,Concepts of Statistics
